agent_slug,agent_name,bad_url,status_code,severity,redirect_destination,notes
scholarcy,Scholarcy,https://www.crunchbase.com/organization/scholarcy,403,LOW,,"Access blocked, manual check needed"
scilit,Scilit,https://www.crunchbase.com/organization/mdpi,403,LOW,,"Access blocked, manual check needed"
scispace,SciSpace,https://www.g2.com/products/scispace/reviews,403,LOW,,"Access blocked, manual check needed"
scite-ai,Scite.ai,https://www.crunchbase.com/organization/scite,403,LOW,,"Access blocked, manual check needed"
seamless-ai,Seamless.AI,https://www.g2.com/products/seamless-ai/reviews,403,LOW,,"Access blocked, manual check needed"
seamless-ai,Seamless.AI,https://www.crunchbase.com/organization/seamless-ai,403,LOW,,"Access blocked, manual check needed"
seekout,SeekOut,https://www.g2.com/products/seekout/reviews,403,LOW,,"Access blocked, manual check needed"
semrush-ai,Semrush AI,https://www.g2.com/products/semrush/reviews,403,LOW,,"Access blocked, manual check needed"
seventh-sense,Seventh Sense,https://www.g2.com/products/seventh-sense/reviews,403,LOW,,"Access blocked, manual check needed"
seventh-sense,Seventh Sense,https://www.crunchbase.com/organization/seventh-sense,403,LOW,,"Access blocked, manual check needed"
sierra,Sierra,https://www.crunchbase.com/organization/sierra-3,403,LOW,,"Access blocked, manual check needed"
sierra,Sierra,https://www.g2.com/products/sierra/reviews,403,LOW,,"Access blocked, manual check needed"
sixsense,6sense,https://www.g2.com/products/6sense/reviews,403,LOW,,"Access blocked, manual check needed"
skyvern,Skyvern,https://www.g2.com/products/skyvern/reviews,403,LOW,,"Access blocked, manual check needed"
skyvern,Skyvern,https://www.crunchbase.com/organization/skyvern,403,LOW,,"Access blocked, manual check needed"
smartly-io,Smartly.io,https://www.g2.com/products/smartly-io/reviews,403,LOW,,"Access blocked, manual check needed"
smartwriter-ai,Smartwriter.ai,https://www.crunchbase.com/organization/smartwriter-ai,403,LOW,,"Access blocked, manual check needed"
sprout-social,Sprout Social,https://www.g2.com/products/sprout-social/reviews,403,LOW,,"Access blocked, manual check needed"
stagewise,Stagewise,https://www.crunchbase.com/organization/stagewise,403,LOW,,"Access blocked, manual check needed"
surfer-seo,Surfer SEO,https://www.g2.com/products/surfer-surfer/reviews,403,LOW,,"Access blocked, manual check needed"
swe-agent,SWE-agent,https://www.crunchbase.com/organization/swe-agent,403,LOW,,"Access blocked, manual check needed"
tabnine,Tabnine,https://www.g2.com/products/tabnine/reviews,403,LOW,,"Access blocked, manual check needed"
tabstack,Tabstack,https://www.producthunt.com/products/tabstack,403,LOW,,"Access blocked, manual check needed"
tabstack,Tabstack,https://news.ycombinator.com/from?site=tabstack.ai,405,LOW,,Unexpected status 405
talkdesk,Talkdesk,https://www.g2.com/products/talkdesk/reviews,403,LOW,,"Access blocked, manual check needed"
tidio,Tidio,https://www.g2.com/products/tidio/reviews,403,LOW,,"Access blocked, manual check needed"
tines,Tines,https://www.g2.com/products/tines/reviews,403,LOW,,"Access blocked, manual check needed"
tines,Tines,https://www.crunchbase.com/organization/tines,403,LOW,,"Access blocked, manual check needed"
trae,Trae,https://www.crunchbase.com/organization/trae-ai,403,LOW,,"Access blocked, manual check needed"
trengo,Trengo,https://www.g2.com/products/trengo/reviews,403,LOW,,"Access blocked, manual check needed"
trumpet,Trumpet,https://www.g2.com/products/trumpet/reviews,403,LOW,,"Access blocked, manual check needed"
trumpet,Trumpet,https://www.crunchbase.com/organization/trumpet-2,403,LOW,,"Access blocked, manual check needed"
typeface,Typeface,https://www.crunchbase.com/organization/typeface-ai,403,LOW,,"Access blocked, manual check needed"
typewise,Typewise,https://www.g2.com/products/typewise/reviews,403,LOW,,"Access blocked, manual check needed"
typewise,Typewise,https://www.crunchbase.com/organization/typewise,403,LOW,,"Access blocked, manual check needed"
undermind,Undermind,https://www.crunchbase.com/organization/undermind,403,LOW,,"Access blocked, manual check needed"
unify,Unify,https://www.g2.com/products/unify-unify/reviews,403,LOW,,"Access blocked, manual check needed"
vidyard,Vidyard,https://www.g2.com/products/vidyard/reviews,403,LOW,,"Access blocked, manual check needed"
viktor,Viktor,https://www.crunchbase.com/organization/viktor-02fc,403,LOW,,"Access blocked, manual check needed"
viktor,Viktor,https://www.producthunt.com/products/viktor,403,LOW,,"Access blocked, manual check needed"
warmly,Warmly,https://www.g2.com/products/warmly-warmly/reviews,403,LOW,,"Access blocked, manual check needed"
warmly,Warmly,https://www.crunchbase.com/organization/warmly-ai,403,LOW,,"Access blocked, manual check needed"
warp-hr,Warp,https://www.crunchbase.com/organization/warp-co,403,LOW,,"Access blocked, manual check needed"
wati,Wati,https://www.g2.com/products/wati/reviews,403,LOW,,"Access blocked, manual check needed"
workable,Workable,https://www.g2.com/products/workable/reviews,403,LOW,,"Access blocked, manual check needed"
workato-hr,Workato HR Automation,https://www.g2.com/products/workato/reviews,403,LOW,,"Access blocked, manual check needed"
workday-hcm,Workday HCM,https://www.g2.com/products/workday-hcm/reviews,403,LOW,,"Access blocked, manual check needed"
writesonic,Writesonic,https://www.g2.com/products/writesonic/reviews,403,LOW,,"Access blocked, manual check needed"
yuma-ai,Yuma AI,https://www.g2.com/products/yuma-ai/reviews,403,LOW,,"Access blocked, manual check needed"
yuma-ai,Yuma AI,https://www.crunchbase.com/organization/yuma-ai,403,LOW,,"Access blocked, manual check needed"
zapier,Zapier,https://www.g2.com/products/zapier/reviews,403,LOW,,"Access blocked, manual check needed"
zed-ai,Zed AI,https://www.crunchbase.com/organization/zed-industries,403,LOW,,"Access blocked, manual check needed"
zendesk-ai,Zendesk AI,https://www.g2.com/products/zendesk/reviews,403,LOW,,"Access blocked, manual check needed"
zoho-crm,Zoho CRM,https://www.g2.com/products/zoho-crm/reviews,403,LOW,,"Access blocked, manual check needed"
zoho-desk-ai,Zoho Desk AI,https://www.g2.com/products/zoho-desk/reviews,403,LOW,,"Access blocked, manual check needed"
